candidate_index,image_name,final_included,review_stage,exclusion_reason
111,b56c225e-a7a78ad7.jpg,true,manual_review,
112,b56c225e-a71598cd.jpg,true,manual_review,
113,b57a2edf-60fd75be.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
114,b57a2edf-71efe713.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
115,b57a2edf-402297bc.jpg,true,manual_review,
116,b57b9ee8-3e089c95.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
117,b60db8b3-7cb88369.jpg,true,manual_review,
118,b61aec41-7b16e55c.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
119,b69fc2ae-156d58aa.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
120,b70d1e4a-467d8c58.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
121,b71bb4df-b9837e9c.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
122,b72b3974-552bb7d7.jpg,true,manual_review,
123,b74f9c57-90451f20.jpg,true,manual_review,
124,b79c1f8d-87a1881a.jpg,true,manual_review,
125,b79c1f8d-8409e845.jpg,true,manual_review,
126,b82e22f1-40b5aa11.jpg,true,manual_review,
127,b84a1117-72c360e2.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
128,b87fe215-0f7b05e0.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
129,b92c7b7c-af420847.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
130,b93e0d1b-5e1e35f8.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
131,b93e2268-4b277928.jpg,true,manual_review,
132,b93e2268-394c7031.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
133,b93e2268-2106a029.jpg,true,manual_review,
134,b94daedc-7045933e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
135,b97b9ee8-0dfbbe35.jpg,true,manual_review,
136,b98eabcc-573dccd2.jpg,true,manual_review,
137,b232c7c9-d251d9ee.jpg,true,manual_review,
138,b289f2e8-cec8700d.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
139,b291cfd6-a46efbcc.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
140,b291cfd6-ff98ba56.jpg,true,manual_review,
141,b321c6b6-ab603d42.jpg,true,manual_review,
142,b325fe35-b59e4e91.jpg,true,manual_review,
143,b368ee71-cf27b7fa.jpg,true,manual_review,
144,b378e452-c639ce0f.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
145,b398e0fb-257cf424.jpg,true,manual_review,
146,b483a180-56a9db7c.jpg,true,manual_review,
147,b565d4cc-2e6cb390.jpg,true,manual_review,
148,b570f833-3bd87d01.jpg,true,manual_review,
149,b724e1f0-cffecdc5.jpg,true,manual_review,
150,b729d050-af382d96.jpg,true,manual_review,
151,b733b13d-e5dccc44.jpg,true,manual_review,
152,b736c477-ce5093ac.jpg,true,manual_review,
153,b769f2fa-9be9a666.jpg,true,manual_review,
154,b769f2fa-867bf3b3.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
155,b769f2fa-026548da.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
156,b769f2fa-9473432d.jpg,true,manual_review,
157,b769f2fa-ac5f60c7.jpg,true,manual_review,
158,b788c509-56f6a40a.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
159,b843ef1b-2756a85d.jpg,true,manual_review,
160,b843ef1b-f173bd21.jpg,true,manual_review,
161,b875ad93-deec14af.jpg,true,manual_review,
162,b875ad93-f21a6d0a.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
163,b888e048-8018b284.jpg,true,manual_review,
164,b953efc6-455bdde1.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
165,b953efc6-f40d4290.jpg,true,manual_review,
166,b981c36d-a66bb611.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
167,b999b5f5-38c7b100.jpg,true,manual_review,
168,b2331b83-a28e6b57.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
169,b2576c8c-2de20b8a.jpg,true,manual_review,
170,b3479da9-2d5165c5.jpg,true,manual_review,
171,b3967d1b-0088ba4e.jpg,true,manual_review,
172,b4278d1f-3a128041.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
173,b4278d1f-dbd0295c.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
174,b4301c7b-da5261f0.jpg,true,manual_review,
175,b4543c78-696f5be4.jpg,true,manual_review,
176,b4543c78-ee2e75f3.jpg,true,manual_review,
177,b5046f1e-0674657f.jpg,true,manual_review,
178,b5753b26-33163d42.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
179,b6230fb4-02138607.jpg,true,manual_review,
180,b6673f98-1e13354a.jpg,true,manual_review,
181,b6673f98-d6661115.jpg,true,manual_review,
182,b6876a74-8532d216.jpg,true,manual_review,
183,b7041acc-6de39959.jpg,true,manual_review,
184,b7064abc-4ed592fe.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
185,b7064abc-24deedb3.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
186,b7072ec0-3a3b64a5.jpg,true,manual_review,
187,b7416b8c-5b0fcd5e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
188,b7559b8d-8c71431d.jpg,true,manual_review,
189,b7610ba3-9eabe8e3.jpg,true,manual_review,
190,b7719f1d-8245d9ce.jpg,true,manual_review,
191,b9047aca-41787983.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
192,b27688b6-1af27060.jpg,true,manual_review,
193,b29377e0-83e8340a.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
194,b39572b6-aa95db3d.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
195,b45928e6-f07ac4c9.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
196,b49698d7-1999d598.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
197,b57077d8-ae0b13ca.jpg,true,manual_review,
198,b59413ff-9094612f.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
199,b61459f8-ae92ce64.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
200,b62279e2-257b5cc0.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
201,b68913f1-029e9d1a.jpg,true,manual_review,
202,b85420e2-ea146a8a.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
203,b251064f-4696b75e.jpg,true,manual_review,
204,b322412a-58073611.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
205,b322412a-b47af37f.jpg,true,manual_review,
206,b398327e-f873cb8b.jpg,true,manual_review,
207,b534864a-d2eb867c.jpg,true,manual_review,
208,b539383c-b57307bc.jpg,true,manual_review,
209,b555790d-d715196b.jpg,true,manual_review,
210,b555790d-e81a454b.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
211,b555790d-ef09fa96.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
212,b568371d-a596d2d4.jpg,true,manual_review,
213,b780088d-0bf9e946.jpg,true,manual_review,
214,b869965a-f5ff417c.jpg,true,manual_review,
215,b869965a-fa59f431.jpg,true,manual_review,
216,b924005d-3e1ae14d.jpg,true,manual_review,
217,b2794401-ba7d3c05.jpg,true,manual_review,
218,b3159650-1ba75f9b.jpg,true,manual_review,
219,b3343231-8fe3f2e2.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
220,b4082905-e694720e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
221,b4253085-9f907156.jpg,true,manual_review,
222,b4333743-072dae1e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
223,b4672385-6ea18d27.jpg,true,manual_review,
224,b5042634-edf42094.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
225,b5191523-f5721cd1.jpg,true,manual_review,
226,b5770084-9b15155d.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
227,b5770084-83b143c9.jpg,true,manual_review,
228,b6219281-0695c9fd.jpg,true,manual_review,
229,b6219281-861a5ba7.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
230,b6606454-86d77cb2.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
231,b7226661-1ba4dc1a.jpg,true,manual_review,
232,b7226661-33b4c4ff.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
233,b7457987-72d06293.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
234,b7457987-06803d89.jpg,true,manual_review,
235,b7668116-71da4033.jpg,true,manual_review,
236,b7984475-0a28901d.jpg,true,manual_review,
237,b8201476-b9dba8dd.jpg,true,manual_review,
238,ba0b31f2-c45b879b.jpg,true,manual_review,
239,ba0f292a-bb8b14af.jpg,true,manual_review,
240,ba2e8c76-d7ca505e.jpg,true,manual_review,
241,ba3ffa1d-05ce6de4.jpg,true,manual_review,
242,ba4a95e2-388b7299.jpg,true,manual_review,
243,ba4adf3d-27e3cae5.jpg,true,manual_review,
244,ba4d05f6-24c9c3cf.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
245,ba5c759c-45dd7a4f.jpg,true,manual_review,
246,ba5c759c-1913a624.jpg,true,manual_review,
247,ba7ad79b-d9c40465.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
248,ba54b6fd-896b735c.jpg,true,manual_review,
249,ba79d911-8254c418.jpg,true,manual_review,
250,ba336fcb-24158015.jpg,true,manual_review,
251,ba336fcb-f0afaac6.jpg,true,manual_review,
252,ba362b8d-2855bf4e.jpg,true,manual_review,
253,ba465f46-6ec77334.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
254,ba908c74-4e0a63ae.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
255,ba982bf6-10d32995.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
256,ba08174b-15c134f7.jpg,true,manual_review,
257,baa0cbfb-46b96329.jpg,true,manual_review,
258,baab5a30-8d713374.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
259,bac8fe51-6b258bd9.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
260,bac52b21-f294dffd.jpg,true,manual_review,
261,bac66ed2-5f02fccc.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
262,bac443ab-eb1694f5.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
263,bae322f4-c995abe0.jpg,true,manual_review,
264,bae778fd-4cc0d9be.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
265,baeb68f6-9abb3aaf.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
266,baeb1657-6169cccd.jpg,true,manual_review,
267,baf870f0-44119a5e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
268,baf29436-f6375fa4.jpg,true,manual_review,
269,bb1b7e42-48b281a3.jpg,true,manual_review,
270,bb1b7e42-67806924.jpg,true,manual_review,
271,bb2c8f70-d58d2ef6.jpg,true,manual_review,
272,bb8b844a-ed14e8b9.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
273,bb8d2c06-e1a6a306.jpg,true,manual_review,
274,bb8dba97-1be28493.jpg,true,manual_review,
275,bb8dba97-50af5a1e.jpg,true,manual_review,
276,bb8dba97-3537805c.jpg,true,manual_review,
277,bb8dba97-c7ec77a3.jpg,true,manual_review,
278,bb16d9b5-588275af.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
279,bb43e180-96b21056.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
280,bb78fe06-3994d745.jpg,true,manual_review,
281,bb80de49-c7d12d6a.jpg,true,manual_review,
282,bb370e7e-4c296bfb.jpg,true,manual_review,
283,bb391d59-6b05b7a0.jpg,true,manual_review,
284,bb655f15-825903ad.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
285,bb7792f1-e7ef3677.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
286,bb919332-8ea8b53f.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
287,bb974084-c0e23420.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
288,bba4ee51-3badc9f8.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
289,bbaf1cf2-5c7315e0.jpg,true,manual_review,
290,bbaf54a0-217653b8.jpg,true,manual_review,
291,bbb46ace-fd1c3344.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
292,bbb1289a-a3fbe37f.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
293,bbb1289a-b49fe5de.jpg,true,manual_review,
294,bbb25499-f602899d.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
295,bbbe5a28-c070f32d.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
296,bbc0f7ea-77bee0c4.jpg,true,manual_review,
297,bbc357f2-ddaa5e79.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
298,bbcdfc12-87ca1f44.jpg,true,manual_review,
299,bbcdfc12-745c6e19.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
300,bbfe3b4f-71b57b40.jpg,true,manual_review,
301,bc1e4645-5c81c3c1.jpg,true,manual_review,
302,bc1e4645-76a7fd0e.jpg,true,manual_review,
303,bc05c126-b5aff837.jpg,true,manual_review,
304,bc5fadac-47398ddc.jpg,true,manual_review,
305,bc5fadac-96776d48.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
306,bc5fadac-bc6d38cd.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
307,bc5fadac-fa6dd225.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
308,bc6a6534-8b519e81.jpg,true,manual_review,
309,bc7e7e2c-3f42fbae.jpg,true,manual_review,
310,bc7e7e2c-6388153c.jpg,true,manual_review,
311,bc8c555a-5f402650.jpg,true,manual_review,
312,bc8e1605-4005ee7e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
313,bc8f34d9-84c7849d.jpg,true,manual_review,
314,bc18b981-f4361b9d.jpg,true,manual_review,
315,bc19c993-c0a0f85f.jpg,true,manual_review,
316,bc24f222-2acc4952.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
317,bc24f222-4fdb5e23.jpg,true,manual_review,
318,bc101f0f-6b6d71e7.jpg,true,manual_review,
319,bc140c47-7caca472.jpg,true,manual_review,
320,bc197c3b-9d39a36a.jpg,true,manual_review,
321,bc715fc7-87a29be4.jpg,true,manual_review,
322,bc886b45-3b6d2883.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
323,bc886d37-5b22c313.jpg,true,manual_review,
324,bc082805-7738f543.jpg,true,manual_review,
325,bca36352-5de70a3f.jpg,true,manual_review,
326,bcade6d5-430ff8e0.jpg,true,manual_review,
327,bcbbbb55-4245620b.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
328,bcbfbfb8-297deca0.jpg,true,manual_review,
329,bcc4efaf-023c2a93.jpg,true,manual_review,
330,bcde71de-1bf86b19.jpg,true,manual_review,
331,bcef3e08-16df1f59.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
332,bd2fd996-71e2a020.jpg,true,manual_review,
333,bd3bd3ab-8e38f822.jpg,true,manual_review,
334,bd4c1d7e-24700e36.jpg,true,manual_review,
335,bd5c34f4-52ef24cd.jpg,true,manual_review,
336,bd5c34f4-f39f6dfc.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
337,bd5f0e20-1792f900.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
338,bd5f8f37-b3008fa1.jpg,true,manual_review,
339,bd6c7aef-750b28cc.jpg,true,manual_review,
340,bd026bc5-7d3bf0ef.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
341,bd31fb8b-28ae6a12.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
342,bd056a69-676260f6.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
343,bd57e60e-504a870b.jpg,true,manual_review,
344,bd65dd37-4c3cdf2d.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
345,bd320d5f-f6fd0850.jpg,true,manual_review,
346,bd355fcc-bbe3eda5.jpg,true,manual_review,
347,bd442c6f-d404189c.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
348,bd0829be-ba790c09.jpg,true,manual_review,
349,bd931a20-031fbc84.jpg,true,manual_review,
350,bd937f4d-6c06e8b4.jpg,true,manual_review,
351,bd812175-88bdcb99.jpg,true,manual_review,
352,bd989210-c3df0371.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
353,bd989210-d2369f97.jpg,true,manual_review,
354,bd989210-ecdee00d.jpg,true,manual_review,
355,bda1cdfa-a4626edd.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
356,bda2a452-8a54fc2c.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
357,bda90d90-4fff70f2.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
358,bda46285-116182b2.jpg,true,manual_review,
359,bdaeda37-9cc73420.jpg,true,manual_review,
360,bdc0dc52-b4d05890.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
361,bde83a65-61f8f702.jpg,true,manual_review,
362,bde83a65-d8ce4ddc.jpg,true,manual_review,
363,bdec39d8-c94681b3.jpg,true,manual_review,
364,bdf6ab8b-3ebe8356.jpg,true,manual_review,
365,be1e235b-e033239e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
366,be2b1f01-892bf2bb.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
367,be3e9c45-d47775f3.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
368,be8b3ab2-26370e88.jpg,true,manual_review,
369,be49ae7a-1ffaa683.jpg,true,manual_review,
370,be415cb5-0f27b485.jpg,true,manual_review,
371,be554fed-4ac78405.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
372,be651ed5-21253da1.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
373,be651ed5-c3407554.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
374,be651ffd-0bc74ac7.jpg,true,manual_review,
375,be791a81-a6b53fef.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
376,be839b4c-fba3ea45.jpg,true,manual_review,
377,be852dd5-29511af0.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
378,be00937a-8e571604.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
379,be5559e0-15ecaa2b.jpg,true,manual_review,
380,be9496ad-3d23e714.jpg,true,manual_review,
381,be41362b-587a17b4.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
382,be448414-11891b58.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
383,be448414-f60b61c9.jpg,true,manual_review,
384,be819732-9cff62ba.jpg,true,manual_review,
385,bea02fed-85841fe4.jpg,true,manual_review,
386,bea02fed-c803e656.jpg,true,manual_review,
387,beaae4eb-f6975a4f.jpg,true,manual_review,
388,beb3d6ea-272401a6.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
389,beb3d6ea-d2584fc7.jpg,true,manual_review,
390,bec7b5c0-1bbf2379.jpg,true,manual_review,
391,bec7b5c0-5d9ee937.jpg,true,manual_review,
392,bec7b5c0-177923dd.jpg,true,manual_review,
393,bec7b5c0-36069512.jpg,true,manual_review,
394,bec7b5c0-ca19e1e3.jpg,true,manual_review,
395,bed4ed94-526eb41d.jpg,true,manual_review,
396,bedb9474-8dd30e6f.jpg,true,manual_review,
397,bee09035-01100c39.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
398,bee67716-066d25dc.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
399,beef90ca-dd806a38.jpg,true,manual_review,
400,bef7fb14-970e2929.jpg,true,manual_review,
401,beff1d1c-faff23dd.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
402,bf1bae75-f13a1d02.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
403,bf8feaf5-cf2b6195.jpg,true,manual_review,
404,bf9e3b67-2d5736bc.jpg,true,manual_review,
405,bf70a9e2-55b26931.jpg,true,manual_review,
406,bf76fa8e-889c317d.jpg,true,manual_review,
407,bf77e9b1-33a1b81e.jpg,true,manual_review,
408,bf77e9b1-ebc57a82.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
409,bf78f601-1003f3da.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
410,bf213ac1-1665b81a.jpg,true,manual_review,
411,bf8982ce-1369162c.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
412,bf97082f-7b5ec66c.jpg,true,manual_review,
413,bf474631-7bf7833c.jpg,true,manual_review,
414,bf879071-533b979e.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
415,bf972758-7ae264e7.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
416,bfaca2bb-22fbe726.jpg,true,manual_review,
417,bfaca2bb-30af2110.jpg,false,manual_review,confounding_degradation_removed_during_manual_review
